C684,0.54,11.60,2.3451459407806396
C70B,-4.78,9.20,2.4163148403167725
C9B0,-4.98,5.10,2.4223175048828125
9092,6.26,3.57,2.4283108711242676
92AB,5.28,8.11,2.4344000816345215
C684,0.54,11.61,2.440411329269409
C70B,-4.78,9.19,2.514310598373413
C9B0,-4.98,5.11,2.5183088779449463
9092,6.10,3.56,2.521308422088623
92AB,5.28,8.12,2.5243053436279297
C684,0.53,11.61,2.527574062347412
C70B,-4.78,9.18,2.6149723529815674
C9B0,-4.96,5.11,2.61898136138916
9092,5.96,3.54,2.6259679794311523
92AB,5.30,8.11,2.629525661468506
C684,0.53,11.61,2.6345252990722656
C70B,-4.78,9.19,2.7155189514160156
C9B0,-4.94,5.11,2.7235207557678223
9092,5.81,3.53,2.7295162677764893
92AB,5.30,8.12,2.733548641204834
C684,0.56,11.62,2.738520383834839
C70B,-4.79,9.19,2.8143303394317627
C9B0,-4.94,5.12,2.8183250427246094
9092,5.67,3.54,2.822326898574829
92AB,5.30,8.11,2.8253302574157715
C684,0.58,11.62,2.8279290199279785
C70B,-4.78,9.20,2.914393186569214
C9B0,-4.95,5.11,2.9197587966918945
9092,5.61,3.52,2.9268035888671875
C684,0.58,11.63,2.9347593784332275
C70B,-4.79,9.19,3.0147738456726074
C9B0,-4.94,5.12,3.0177431106567383
9092,5.57,3.51,3.020764112472534
C684,0.59,11.63,3.0267646312713623
C70B,-4.78,9.19,3.1162290573120117
C9B0,-4.96,5.10,3.1252281665802
9092,5.60,3.48,3.133216142654419
C684,0.58,11.64,3.1472768783569336
C70B,-4.78,9.20,3.2163567543029785
C9B0,-4.93,5.11,3.226363182067871
9092,5.71,3.43,3.23236346244812
C684,0.57,11.61,3.2463791370391846
C70B,-4.77,9.20,3.315523386001587
C9B0,-4.95,5.12,3.321523666381836
9092,5.73,3.53,3.325523853302002
C9B0,-4.94,5.13,3.416797161102295
9092,5.91,3.54,3.4238030910491943
92AB,5.24,8.11,3.4308736324310303
C70B,-4.77,9.20,3.514519453048706
C9B0,-4.94,5.12,3.518519401550293
9092,6.05,3.55,3.5215187072753906
92AB,5.17,8.23,3.5245959758758545
C684,0.57,11.63,3.5280416011810303
C70B,-4.79,9.19,3.615412473678589
C9B0,-4.93,5.09,3.6233479976654053
9092,6.16,3.57,3.631413698196411
92AB,5.10,8.18,3.6383423805236816
C684,0.57,11.61,3.647416591644287
C70B,-4.79,9.16,3.7156612873077393
9092,6.25,3.53,3.7236599922180176
92AB,5.05,8.19,3.729617118835449
C684,0.57,11.60,3.736602783203125
C70B,-4.80,9.19,3.814915180206299
9092,6.30,3.50,3.8179352283477783
92AB,5.06,8.15,3.8219363689422607
C684,0.57,11.62,3.825944662094116
C70B,-4.80,9.18,3.9161083698272705
C9B0,-4.84,4.37,3.9241135120391846
9092,6.24,3.55,3.932171583175659
92AB,5.09,8.17,3.941117286682129
C70B,-4.80,9.20,4.016366720199585
C9B0,-4.70,4.10,4.024364948272705
9092,6.34,3.50,4.0314342975616455
92AB,5.08,8.14,4.040418863296509
C70B,-4.78,9.22,4.114261627197266
C9B0,-4.73,4.05,4.120258808135986
9092,6.44,3.50,4.125264406204224
92AB,4.94,8.12,4.130264043807983
C70B,-4.78,9.22,4.21602988243103
C9B0,-4.85,3.72,4.224030017852783
92AB,4.64,8.06,4.235032558441162
C70B,-4.82,9.23,4.315096616744995
C9B0,-5.03,3.54,4.320092439651489
9092,6.66,3.80,4.324093818664551
92AB,4.24,7.92,4.330156087875366
C70B,-4.83,9.26,4.415332794189453
C9B0,-5.21,3.35,4.4269256591796875
9092,6.79,4.08,4.4339165687561035
92AB,3.92,7.78,4.440920114517212
C70B,-4.82,9.27,4.5157787799835205
C9B0,-5.37,3.21,4.525790214538574
9092,6.91,4.40,4.533707141876221
92AB,3.57,7.68,4.540722370147705
C70B,-4.87,9.26,4.614857912063599
C9B0,-5.56,3.09,4.619858503341675
9092,6.84,4.67,4.624858856201172
92AB,3.36,7.61,4.628868103027344
C9B0,-5.74,3.12,4.715862512588501
92AB,3.20,7.45,4.727623701095581
C70B,-4.88,9.41,4.815712213516235
C9B0,-5.98,3.21,4.823724746704102
92AB,2.99,7.30,4.832777976989746
C70B,-4.90,9.45,4.91436243057251
C9B0,-6.22,3.31,4.918376207351685
9092,6.87,5.05,4.9213783740997314
C9B0,-6.39,3.36,5.015861511230469
9092,6.80,5.58,5.02640438079834
92AB,2.62,6.94,5.032335996627808
C70B,-4.89,9.38,5.116270065307617
C9B0,-6.54,3.39,5.126271963119507
9092,6.65,6.11,5.134265661239624
C70B,-4.87,9.31,5.214169979095459
9092,6.54,6.59,5.218163728713989
C70B,-4.90,9.33,5.315582275390625
C70B,-4.91,9.39,5.414992332458496
C9B0,-6.78,3.67,5.4209935665130615
9092,6.61,7.04,5.42498779296875
C70B,-4.91,9.33,5.516229867935181
C9B0,-6.83,3.92,5.524404525756836
C684,1.56,11.06,5.538399696350098
C70B,-4.91,9.32,5.61445689201355
C9B0,-6.86,4.24,5.617455959320068
9092,6.37,7.50,5.621474266052246
C684,1.30,11.07,5.6247217655181885
C9B0,-6.88,4.53,5.71587061882019
9092,6.12,7.90,5.724798679351807
C684,1.14,11.11,5.731872320175171
C70B,-4.84,9.25,5.816076278686523
C9B0,-6.90,4.73,5.824064493179321
9092,5.91,8.23,5.831074237823486
92AB,2.17,6.06,5.841078758239746
C684,1.00,11.13,5.848132610321045
C70B,-4.86,9.25,5.914488315582275
C9B0,-6.90,4.93,5.918498516082764
9092,5.75,8.47,5.922495126724243
92AB,1.83,5.43,5.926488161087036
C684,0.84,11.36,5.930490970611572
C70B,-4.83,9.32,6.016165494918823
C9B0,-6.86,5.10,6.025165796279907
9092,5.64,8.66,6.035219669342041
92AB,1.63,4.94,6.0401527881622314
C9B0,-6.81,5.30,6.114901065826416
9092,5.54,8.81,6.117902994155884
92AB,1.53,4.56,6.121902227401733
C684,0.52,11.59,6.124908447265625
C70B,-4.82,9.27,6.216067552566528
C9B0,-6.75,5.45,6.228583812713623
9092,5.45,8.93,6.2345733642578125
92AB,1.64,4.28,6.2425782680511475
C684,0.33,11.48,6.248642683029175
C9B0,-6.71,5.57,6.316354513168335
9092,5.41,9.00,6.32436203956604
92AB,1.88,3.95,6.331350564956665
C684,0.08,11.25,6.340446949005127
C70B,-4.80,9.26,6.415414571762085
C9B0,-6.65,5.65,6.423356533050537
9092,5.44,9.04,6.430362939834595
92AB,2.22,3.75,6.438355445861816
C684,-0.08,11.14,6.447364807128906
C70B,-4.82,9.27,6.514347076416016
C9B0,-6.49,5.69,6.52035117149353
9092,5.48,9.05,6.526352405548096
92AB,2.57,3.57,6.530348777770996
C684,-0.22,11.04,6.534397602081299
C9B0,-6.32,5.67,6.614347219467163
9092,5.52,9.05,6.620349168777466
92AB,2.82,3.44,6.626384496688843
C684,-0.31,10.95,6.630347967147827
C70B,-4.87,9.26,6.716071128845215
C9B0,-6.15,5.58,6.726070165634155
9092,5.55,9.06,6.732129335403442
92AB,3.05,3.36,6.7390711307525635
C684,-0.38,10.89,6.746062994003296
C70B,-4.86,9.22,6.815053939819336
C9B0,-6.02,5.56,6.818073749542236
9092,5.53,9.05,6.823071718215942
92AB,3.24,3.36,6.827078342437744
C684,-0.45,10.84,6.8480730056762695
C70B,-4.87,9.18,6.914293050765991
C9B0,-5.94,5.52,6.918297290802002
9092,5.51,9.10,6.922301530838013
92AB,3.57,3.33,6.926290988922119
C684,-0.50,10.70,6.929998159408569
C70B,-4.86,9.14,7.015035152435303
C9B0,-5.83,5.39,7.02006196975708
9092,5.49,9.11,7.0240561962127686
92AB,3.97,3.34,7.027061462402344
C70B,-4.85,9.16,7.1173601150512695
C9B0,-5.71,5.15,7.129350662231445
9092,5.53,9.09,7.137414216995239
92AB,4.41,3.48,7.144426584243774
C684,-0.50,10.68,7.151421785354614
C70B,-4.83,9.18,7.21451473236084
C9B0,-5.62,4.92,7.218490839004517
9092,5.51,9.16,7.223491668701172
92AB,4.87,3.66,7.22649621963501
C70B,-4.86,9.17,7.31645393371582
C9B0,-5.55,4.74,7.324459791183472
92AB,5.23,3.89,7.335510730743408
C684,-0.48,10.65,7.342464923858643
C70B,-4.85,9.17,7.415865898132324
C9B0,-5.49,4.60,7.425853252410889
9092,5.49,9.12,7.434847116470337
92AB,5.54,4.00,7.44286847114563
C684,-0.51,10.67,7.450914621353149
C70B,-4.87,9.17,7.516804218292236
C9B0,-5.49,4.46,7.522851228713989
92AB,5.77,4.10,7.526788711547852
C684,-0.53,10.55,7.5297863483428955
C70B,-4.86,9.20,7.61571741104126
C9B0,-5.52,4.30,7.62365460395813
9092,5.26,9.10,7.630732774734497
92AB,5.96,4.17,7.6396496295928955
C9B0,-5.60,4.12,7.716064929962158
9092,5.08,9.08,7.724009037017822
92AB,6.10,4.30,7.732997179031372
C684,-0.60,10.47,7.74105167388916
C70B,-4.84,9.18,7.816212892532349
C9B0,-5.72,3.94,7.828353404998779
9092,4.92,9.15,7.837351322174072
92AB,6.23,4.34,7.845401287078857
C70B,-4.85,9.15,7.917393207550049
C9B0,-5.84,3.86,7.926380395889282
9092,4.80,9.19,7.93246054649353
92AB,6.37,4.42,7.941384792327881
C70B,-4.87,9.15,8.014567613601685
C9B0,-5.93,3.71,8.021565675735474
9092,4.61,9.24,8.026571273803711
92AB,6.47,4.42,8.0296049118042
C70B,-4.85,9.13,8.114563703536987
C9B0,-5.99,3.63,8.119569540023804
92AB,6.60,4.46,8.129577398300171
C684,-0.11,10.77,8.134631156921387
C70B,-4.82,9.17,8.215822458267212
C9B0,-6.07,3.60,8.225764513015747
9092,4.28,9.20,8.233764886856079
C684,0.09,10.83,8.24783730506897
C70B,-4.84,9.19,8.316903114318848
C9B0,-6.19,3.59,8.32497239112854
9092,3.92,9.23,8.331969261169434
92AB,3.97,2.22,8.338909149169922
C70B,-4.84,9.21,8.415900468826294
C9B0,-6.28,3.61,8.426915168762207
9092,3.56,9.17,8.434922456741333
92AB,4.67,2.79,8.444907426834106
C70B,-4.82,9.17,8.514894962310791
C9B0,-6.34,3.59,8.517897367477417
9092,3.25,9.10,8.520897150039673
92AB,5.27,3.25,8.523897171020508
C684,0.56,10.82,8.527896165847778
C70B,-4.82,9.13,8.61489462852478
C9B0,-6.36,3.57,8.617897033691406
9092,3.00,9.07,8.620896577835083
C684,0.83,10.77,8.626895427703857
C70B,-4.83,9.11,8.714894533157349
C9B0,-6.36,3.52,8.717895030975342
9092,2.80,9.02,8.720905303955078
92AB,5.72,3.52,8.723896026611328
C70B,-4.80,9.13,8.81470012664795
C9B0,-6.37,3.47,8.817686796188354
92AB,5.98,3.80,8.823699474334717
C70B,-4.81,9.13,8.91508150100708
C9B0,-6.35,3.41,8.921081304550171
9092,2.67,8.93,8.926081657409668
92AB,6.18,3.99,8.93109130859375
C70B,-4.98,9.02,9.014913082122803
C9B0,-6.31,3.30,9.017926216125488
9092,2.51,8.88,9.020926237106323
92AB,6.36,4.10,9.02393126487732
C70B,-4.88,9.08,9.11590027809143
C9B0,-6.23,3.14,9.122913837432861
92AB,6.47,4.22,9.134057998657227
C70B,-4.81,9.18,9.21543836593628
C9B0,-6.16,2.97,9.223380088806152
9092,2.49,8.93,9.230381727218628
92AB,6.56,4.32,9.237389326095581
C684,1.77,10.08,9.246365308761597
C70B,-4.77,9.16,9.31514573097229
C9B0,-6.08,2.86,9.321141004562378
92AB,6.62,4.37,9.326144695281982
C684,2.14,9.63,9.330140829086304
C70B,-4.74,9.15,9.415791988372803
C9B0,-6.02,2.74,9.424737691879272
92AB,6.66,4.43,9.43280029296875
C684,2.44,9.07,9.440733432769775
C70B,-4.69,9.18,9.515023469924927
C9B0,-5.97,2.77,9.520017385482788
92AB,6.72,4.47,9.524042129516602
C70B,-4.67,9.21,9.61477780342102
92AB,6.76,4.50,9.62377405166626
C684,2.75,8.55,9.628845930099487
C70B,-4.63,9.25,9.715816736221313
9092,2.59,9.32,9.730759143829346
92AB,6.73,4.51,9.73780107498169
C684,2.88,8.13,9.745760917663574
C70B,-4.58,9.30,9.815292835235596
C9B0,-5.88,2.64,9.820287466049194
9092,2.71,9.44,9.826292753219604
92AB,6.74,4.53,9.831351041793823
C684,3.07,7.67,9.83528733253479
C70B,-4.53,9.40,9.91572093963623
C9B0,-5.83,2.66,9.928647756576538
9092,2.69,9.61,9.935647010803223
92AB,6.69,4.54,9.944706678390503
C684,3.08,7.14,9.95064902305603
C70B,-4.46,9.40,10.015710353851318
C9B0,-5.81,2.62,10.025648593902588
9092,2.85,9.63,10.033722639083862
92AB,6.76,4.47,10.040714502334595
C70B,-4.47,9.35,10.116661310195923
C9B0,-5.81,2.62,10.124648094177246
92AB,6.79,4.45,10.132723808288574
C684,2.91,6.43,10.13973355293274
C70B,-4.48,9.35,10.216792345046997
C9B0,-5.85,2.66,10.224854230880737
92AB,6.73,4.53,10.230790376663208
C70B,-4.32,9.45,10.31656527519226
C9B0,-6.00,2.61,10.325225353240967
C684,2.69,5.35,10.34334397315979
C9B0,-6.03,2.66,10.423254251480103
9092,3.49,9.87,10.429242849349976
C70B,-3.90,9.65,10.516486644744873
C9B0,-6.04,2.74,10.524450302124023
9092,3.73,9.94,10.532485961914062
9092,3.92,10.01,10.615348100662231
C684,2.27,4.60,10.627351999282837
C70B,-3.11,9.96,10.715443134307861
9092,4.08,10.03,10.728948831558228
92AB,6.93,4.64,10.734948873519897
C684,1.72,4.14,10.74394178390503
C70B,-3.03,9.99,10.814924478530884
C9B0,-6.04,3.22,10.820934534072876
9092,4.16,10.05,10.824934959411621
C684,1.37,3.90,10.829924583435059
C70B,-2.83,10.09,10.91492247581482
C9B0,-6.00,3.64,10.917921781539917
9092,4.23,10.06,10.921945095062256
92AB,6.97,4.67,10.924921989440918
C684,1.14,3.68,10.927921295166016
C70B,-2.62,10.21,11.014941453933716
C9B0,-5.98,3.99,11.02194094657898
9092,4.30,10.08,11.029936075210571
92AB,6.98,4.67,11.037953615188599
C684,0.89,3.59,11.043939113616943
C70B,-2.22,10.43,11.115522384643555
C9B0,-5.97,4.25,11.13064432144165
9092,4.29,10.15,11.135644674301147
C684,0.68,3.50,11.141643047332764
92AB,6.99,4.66,11.219540119171143
C684,0.45,3.41,11.225547552108765
C70B,-1.74,10.62,11.31427788734436
C9B0,-5.96,4.76,11.318287372589111
9092,4.34,10.13,11.321287155151367
C684,0.16,3.36,11.324288129806519
C70B,-1.39,10.80,11.415522813796997
C9B0,-5.97,5.04,11.418519496917725
9092,4.37,10.10,11.421519041061401
C684,-0.09,3.29,11.426992654800415
C70B,-1.04,10.90,11.514456510543823
C9B0,-5.96,5.47,11.518455266952515
9092,4.26,10.06,11.523459672927856
92AB,6.96,4.52,11.52745509147644
C684,-0.28,3.20,11.5304594039917
C9B0,-5.95,5.86,11.61775016784668
9092,4.22,10.10,11.620758533477783
C684,-0.43,3.15,11.626739740371704
C70B,-0.71,11.06,11.71547794342041
C9B0,-5.94,6.22,11.718475103378296
9092,4.30,10.05,11.721471786499023
92AB,6.67,4.20,11.724475383758545
C684,-0.59,3.08,11.72847294807434
C70B,-0.46,11.10,11.816363334655762
C9B0,-5.96,6.51,11.820406198501587
C684,-0.80,3.04,11.826850652694702
C70B,-0.28,11.20,11.915806531906128
C9B0,-6.04,6.65,11.928752660751343
9092,4.35,9.88,11.934743881225586
C684,-1.08,3.04,11.941749811172485
C70B,-0.15,11.17,12.014869689941406
C9B0,-6.05,6.76,12.018556356430054
9092,4.42,9.71,12.023205757141113
92AB,6.67,4.10,12.027257919311523
C684,-1.51,2.90,12.0312659740448
C9B0,-5.96,6.86,12.11690878868103
9092,4.53,9.54,12.120913743972778
C684,-1.82,2.87,12.12390685081482
C70B,-0.39,11.04,12.21454906463623
C9B0,-5.56,7.03,12.21854829788208
C9B0,-5.21,7.21,12.320828437805176
92AB,6.72,3.92,12.331874132156372
C70B,-0.74,10.94,12.415006399154663
C9B0,-4.94,7.31,12.420007705688477
9092,4.67,9.26,12.425008058547974
C9B0,-4.71,7.32,12.521255254745483
9092,4.71,9.08,12.528316259384155
C70B,-0.91,10.92,12.614847421646118
C9B0,-4.38,7.26,12.619848251342773
9092,4.75,8.90,12.623848915100098
C684,-2.91,2.99,12.627854824066162
92AB,6.51,3.81,12.631885528564453
9092,4.82,8.66,12.718355417251587
C684,-3.29,3.37,12.721336841583252
92AB,6.42,3.74,12.725337743759155
C70B,-1.19,10.82,12.815114974975586
C9B0,-3.46,7.01,12.824049949645996
9092,4.88,8.35,12.828027725219727
C684,-3.62,3.73,12.830024480819702
92AB,6.30,3.75,12.83203387260437
C9B0,-3.03,6.78,12.922277927398682
9092,4.99,8.02,12.930270195007324
92AB,6.20,3.75,12.93632173538208
C70B,-1.64,10.54,13.01661992073059
C9B0,-2.70,6.62,13.025620222091675
9092,5.10,7.66,13.034674167633057
92AB,6.13,3.78,13.043619632720947
C70B,-2.04,10.25,13.11592698097229
C9B0,-2.44,6.49,13.123868227005005
9092,5.14,7.38,13.13194465637207
C684,-4.37,4.54,13.139873027801514
92AB,6.02,3.88,13.146869659423828
C70B,-2.37,10.11,13.215595006942749
C9B0,-2.17,6.34,13.221590518951416
9092,5.21,7.18,13.227527618408203
C684,-4.62,4.98,13.23354196548462
92AB,5.97,4.13,13.238490104675293
9092,5.29,6.98,13.32159948348999
C684,-4.86,5.45,13.329619407653809
92AB,5.88,4.50,13.335668563842773
C70B,-2.72,9.88,13.41641092300415
9092,5.36,6.78,13.423410892486572
C684,-5.03,5.83,13.430399179458618
92AB,5.89,4.79,13.43541407585144
9092,5.37,6.53,13.520477533340454
C684,-5.24,6.06,13.52541971206665
92AB,5.90,5.01,13.529471635818481
C70B,-2.94,9.53,13.615806341171265
9092,5.40,6.24,13.624799013137817
C684,-5.30,6.43,13.630805015563965
92AB,5.88,5.17,13.634857416152954
C70B,-3.23,9.21,13.715264797210693
C9B0,-1.24,5.35,13.718266010284424
C684,-5.28,6.76,13.724266529083252
92AB,5.91,5.35,13.727263689041138
C70B,-3.47,8.89,13.816547393798828
C9B0,-1.03,5.09,13.82854437828064
9092,5.48,5.78,13.836609840393066
C684,-5.18,7.20,13.844552278518677
92AB,5.88,5.64,13.849544763565063
C70B,-3.68,8.62,13.91493844985962
C9B0,-0.94,4.86,13.917950868606567
9092,5.52,5.44,13.92194938659668
C684,-5.09,7.64,13.924949884414673
92AB,5.86,5.93,13.927950620651245
C70B,-3.85,8.40,14.015109777450562
C9B0,-0.97,4.62,14.021119594573975
9092,5.55,5.18,14.026115894317627
C684,-5.02,8.00,14.032127618789673
92AB,5.85,6.31,14.037541389465332
9092,5.56,4.96,14.121249914169312
92AB,5.82,6.77,14.131246566772461
C9B0,-0.98,4.25,14.215163230895996
9092,5.59,4.78,14.218162775039673
C684,-4.86,8.27,14.221193075180054
92AB,5.83,7.18,14.225157260894775
9092,5.63,4.67,14.320510149002075
92AB,5.81,7.51,14.32351016998291
9092,5.68,4.52,14.415478229522705
92AB,5.82,7.74,14.418685674667358
C70B,-4.01,7.50,14.516527652740479
C9B0,-1.30,3.84,14.526529312133789
9092,5.84,4.33,14.533595323562622
C684,-3.80,8.70,14.541530847549438
92AB,5.78,7.91,14.548590660095215
C70B,-4.07,7.08,14.61674165725708
C9B0,-1.60,3.67,14.624740600585938
9092,6.01,4.20,14.631748914718628
C684,-3.60,8.70,14.63882565498352
92AB,5.70,8.11,14.648762941360474
C9B0,-1.92,3.57,14.714736938476562
9092,6.18,4.06,14.720739126205444
C684,-3.35,8.86,14.72680139541626
92AB,5.58,8.32,14.73175311088562
C9B0,-2.15,3.52,14.815597534179688
9092,6.31,3.97,14.823593616485596
C684,-3.00,8.85,14.828596591949463
92AB,5.40,8.56,14.833655834197998
C9B0,-2.46,3.43,14.915684938430786
9092,6.40,3.92,14.919196367263794
92AB,5.25,8.84,14.92314887046814
9092,6.49,3.85,15.016191005706787
92AB,5.05,9.15,15.024117469787598
9092,6.54,3.83,15.116060018539429
C684,-1.62,8.42,15.124009609222412
92AB,4.94,9.35,15.131987810134888
9092,6.62,3.78,15.22433853149414
C684,-1.27,8.24,15.231335163116455
92AB,4.85,9.44,15.23738956451416
C9B0,-3.38,3.58,15.316694736480713
9092,6.68,3.73,15.326692581176758
C684,-0.98,8.17,15.333762645721436
92AB,4.79,9.50,15.341691970825195
C9B0,-3.85,3.78,15.417482376098633
9092,6.75,3.69,15.430523157119751
C684,-0.67,7.97,15.437541246414185
C9B0,-4.24,3.93,15.515462875366211
C70B,-3.59,5.79,15.519503831863403
9092,6.82,3.66,15.52345895767212
92AB,4.76,9.50,15.529469966888428
C9B0,-4.53,4.08,15.621355056762695
9092,6.91,3.64,15.629437685012817
92AB,4.65,9.52,15.636430978775024
C684,-0.26,7.66,15.716483354568481
9092,7.01,3.60,15.728489875793457
92AB,4.55,9.51,15.735556602478027
9092,7.11,3.54,15.823479413986206
92AB,4.41,9.51,15.828482389450073
C70B,-2.71,4.49,15.931066513061523
9092,7.17,3.53,15.938062906265259
92AB,4.26,9.48,15.948068380355835
C9B0,-4.96,4.57,16.016237497329712
C70B,-2.43,4.20,16.024930953979492
9092,7.24,3.49,16.032929182052612
92AB,4.11,9.49,16.03894305229187
C9B0,-5.25,5.05,16.121431827545166
9092,7.24,3.51,16.1283757686615
92AB,4.02,9.50,16.13436532020569
C684,0.30,7.01,16.215906620025635
C9B0,-5.47,5.42,16.222919702529907
9092,7.29,3.49,16.23084783554077
92AB,3.93,9.51,16.236908435821533
C684,0.46,6.78,16.31488800048828
C9B0,-5.62,5.72,16.317833423614502
C70B,-1.84,3.78,16.321890592575073
9092,7.31,3.47,16.324838161468506
C684,0.54,6.59,16.414813995361328
C9B0,-5.76,5.94,16.418819427490234
C70B,-1.62,3.69,16.42281675338745
9092,7.31,3.48,16.425814628601074
92AB,3.84,9.52,16.428818225860596
C684,0.61,6.43,16.515746355056763
C9B0,-5.84,6.19,16.520707368850708
C70B,-1.53,3.74,16.527705192565918
9092,7.34,3.46,16.53475284576416
92AB,3.78,9.52,16.538751363754272
C684,0.41,6.19,16.61688232421875
C9B0,-6.00,6.37,16.62488293647766
9092,7.32,3.47,16.631887435913086
92AB,3.79,9.47,16.640889406204224
C684,0.44,6.17,16.714693307876587
C9B0,-6.09,6.64,16.71862530708313
9092,7.29,3.49,16.722628593444824
C684,0.56,6.18,16.816333293914795
C9B0,-6.13,6.89,16.82537603378296
