9092,-6.94,1.72
9092,-6.92,1.72
9092,-6.95,1.68
9092,-6.94,1.69
9092,-6.96,1.63
9092,-6.95,1.65
9092,-6.96,1.63
9092,-6.95,1.65
9092,-6.96,1.65
9092,-6.94,1.68
9092,-6.96,1.67
9092,-6.94,1.69
9092,-6.93,1.70
9092,-6.92,1.74
9092,-6.92,1.70
9092,-6.95,1.71
9092,-6.93,1.73
9092,-6.94,1.74
9092,-6.93,1.74
9092,-6.97,1.70
9092,-6.97,1.70
9092,-7.03,1.70
9092,-6.99,1.74
9092,-6.99,1.72
9092,-6.99,1.71
9092,-7.01,1.68
9092,-6.98,1.71
9092,-6.97,1.71
9092,-6.96,1.73
9092,-6.96,1.72
9092,-6.96,1.72
9092,-6.93,1.76
9092,-6.91,1.79
9092,-6.95,1.73
9092,-6.94,1.74
9092,-6.95,1.73
9092,-6.95,1.73
9092,-6.95,1.74
9092,-6.96,1.73
9092,-6.96,1.73
9092,-6.96,1.71
9092,-6.96,1.72
9092,-6.96,1.72
9092,-6.92,1.78
9092,-6.90,1.82
9092,-6.93,1.80
9092,-6.95,1.78
9092,-6.94,1.81
9092,nan,nan
9092,-6.83,1.80
9092,nan,nan
9092,-6.72,1.83
9092,-6.76,1.84
9092,-6.83,1.75
9092,nan,nan
9092,-6.83,1.81
9092,-6.87,1.81
9092,-6.92,1.72
9092,-6.93,1.73
9092,-6.92,1.75
9092,-6.91,1.79
9092,-6.91,1.79
9092,-6.93,1.76
9092,-6.90,1.86
9092,-6.90,1.90
9092,-6.91,1.82
9092,-6.93,1.77
9092,-6.94,1.77
9092,nan,nan
9092,-6.94,1.84
9092,nan,nan
9092,nan,nan
9092,-6.93,2.03
9092,-6.94,2.16
9092,-6.96,2.20
9092,-6.96,2.31
9092,-6.99,2.35
9092,-6.96,2.48
9092,nan,nan
9092,nan,nan
9092,-6.93,2.64
9092,-6.90,2.80
9092,-6.92,2.90
9092,nan,nan
9092,nan,nan
9092,nan,nan
9092,-6.90,3.09
9092,-6.92,3.22
9092,-6.94,3.37
9092,nan,nan
9092,nan,nan
9092,nan,nan
9092,nan,nan
9092,-6.93,3.53
9092,nan,nan
9092,nan,nan
9092,nan,nan
9092,-6.89,3.88
9092,-6.81,4.04
9092,-6.75,4.14
9092,-6.66,4.47
9092,-6.57,4.71
9092,-6.52,4.94
9092,-6.45,5.09
9092,-6.39,5.22
9092,-6.38,5.26
9092,-6.34,5.41
9092,-6.32,5.57
9092,-6.30,5.68
9092,-6.27,5.82
9092,-6.15,5.90
