9092,0.08,3.34,0.003988027572631836
9092,0.08,3.34,0.006977558135986328
9092,0.07,3.33,0.00897669792175293
9092,0.08,3.33,0.010976791381835938
9092,0.08,3.32,0.011974811553955078
9092,0.08,3.30,0.013973712921142578
9092,0.08,3.30,0.0159759521484375
9092,0.08,3.27,0.016979455947875977
9092,0.07,3.26,0.019010305404663086
9092,0.07,3.28,0.021010398864746094
9092,0.05,3.28,0.023009538650512695
9092,0.05,3.25,0.023974180221557617
9092,0.10,3.34,0.026009321212768555
9092,0.10,3.34,0.0269775390625
9092,-0.08,3.13,7.425319194793701
9092,-0.06,3.09,7.524921178817749
9092,-0.04,3.10,7.624489784240723
9092,-0.06,3.08,7.724406480789185
9092,0.01,3.16,7.825539588928223
9092,-0.02,3.15,7.924818515777588
9092,-0.02,3.15,8.024397373199463
9092,0.03,3.23,8.124351263046265
9092,0.04,3.29,8.224019765853882
9092,-0.02,3.26,8.32370924949646
9092,0.00,3.29,8.425974607467651
9092,0.03,3.29,8.52433705329895
9092,0.07,3.35,8.624098539352417
9092,0.11,3.41,8.723485708236694
9092,0.06,3.33,8.82597303390503
9092,0.04,3.27,8.924347639083862
9092,0.01,3.24,9.02825927734375
9092,0.05,3.28,9.124245882034302
9092,0.06,3.31,9.226053237915039
9092,0.02,3.25,9.326051235198975
9092,0.00,3.20,9.424052000045776
9092,0.02,3.23,9.52385950088501
9092,0.01,3.21,9.624642133712769
9092,0.00,3.20,9.724668264389038
9092,-0.00,3.20,9.82444453239441
9092,-0.01,3.18,9.923789501190186
9092,-0.01,3.17,10.024086236953735
9092,-0.02,3.16,10.123541355133057
9092,-0.03,3.17,10.22364330291748
9092,-0.03,3.17,10.323747873306274
9092,-0.03,3.16,10.425799131393433
9092,-0.02,3.17,10.524269580841064
9092,-0.02,3.17,10.623841047286987
9092,-0.02,3.17,10.724255084991455
9092,-0.02,3.17,10.824108600616455
9092,-0.04,3.16,10.923782110214233
9092,-0.06,3.16,11.023854494094849
9092,-0.05,3.16,11.123776912689209
9092,-0.04,3.18,11.223742723464966
9092,-0.04,3.18,11.324586868286133
9092,-0.03,3.19,11.424069166183472
9092,-0.02,3.19,11.524067401885986
9092,-0.03,3.20,11.624069452285767
9092,-0.03,3.19,11.723729610443115
9092,-0.02,3.19,11.823889255523682
